ibdid,Effect,EffectVar,ModelFreq,WindowFreq,GeneFreq,GenVar,EffectDelta1,SDDelta1,t.like,shrink,chr,pos,file,trait,mode,tsf
9_153958613,0.5891,13.82075,0.0209,0.0311,0.229,0.1224847,28.1887,29.9897,0.94,0.898,9,153958613,slurm-scripts/wholeset/gy_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,BPHmax
10_130829052,-1.661,48.3643,0.0166,0.0248,0.019,0.1025563,-100.075,109.997,0.91,0.788,10,130829052,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
10_143502656,0.4978,21.85525,0.0102,0.0221,0.342,0.1114893,48.8064,53.1571,0.918,0.979,10,143502656,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
10_65691693,0.8312,37.54485,0.0099,0.0192,0.112,0.1375462,83.9564,92.0437,0.912,0.919,10,65691693,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_17641979,-0.7749,27.23111,0.0103,0.0172,0.103,0.1109745,-75.2295,80.5164,0.934,0.897,1,17641979,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_197071940,-0.6167,25.76812,0.0104,0.0176,0.221,0.1310383,-59.2976,63.0487,0.941,0.974,1,197071940,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_23216886,-0.6813,26.46585,0.015,0.0245,0.191,0.1434134,-45.4232,47.6493,0.953,0.981,1,23216886,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_258046946,2.217,68.42146,0.0254,0.0418,0.025,0.2396549,87.2915,92.9843,0.939,0.787,1,258046946,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_262456368,1.539,47.92581,0.0183,0.0298,0.089,0.3858422,84.1239,88.4487,0.951,0.861,1,262456368,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_263134315,-2.131,60.14394,0.0386,0.0497,0.263,1.759689,-55.2037,57.5945,0.958,0.979,1,263134315,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_267146249,-2.618,72.10777,0.0226,0.0436,0.037,0.4899091,-115.834,123.405,0.939,0.774,1,267146249,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_267151738,-1.313,35.87286,0.0146,0.0431,0.036,0.1207557,-89.9074,97.6679,0.921,0.733,1,267151738,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_275145120,-1.504,47.84624,0.0133,0.0302,0.034,0.1489043,-113.058,124.965,0.905,0.814,1,275145120,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_275974678,-0.9482,49.31262,0.0153,0.0246,0.193,0.2802698,-61.9742,64.8318,0.956,0.983,1,275974678,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_43059764,2.523,76.311,0.0304,0.0394,0.105,1.199331,82.9893,88.0294,0.943,0.908,1,43059764,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_67522918,0.6872,30.12535,0.0118,0.0221,0.209,0.1562119,58.241,61.127,0.953,0.973,1,67522918,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_77242300,0.8061,45.48666,0.0111,0.0217,0.114,0.1316567,72.621,75.5266,0.962,0.969,1,77242300,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_1264158,0.6656,28.06922,0.0094,0.0197,0.181,0.1313773,70.8076,77.4313,0.914,0.954,2,1264158,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_213158589,0.6245,20.39001,0.0113,0.0213,0.206,0.1276229,55.2687,58.2425,0.949,0.969,2,213158589,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_217646795,0.8262,37.45422,0.0165,0.028,0.216,0.2311066,50.0712,52.6925,0.95,0.984,2,217646795,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_224733900,2.206,67.28536,0.021,0.0316,0.119,1.020115,105.057,110.024,0.955,0.849,2,224733900,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_22607253,1.505,49.72811,0.0165,0.0259,0.069,0.2909592,91.2421,97.7551,0.933,0.828,2,22607253,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_231209574,-1.456,41.87841,0.0158,0.0246,0.027,0.1094597,-92.16,100.35,0.918,0.784,2,231209574,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_28662525,-0.7255,27.03869,0.0089,0.0192,0.288,0.2158068,-81.5165,86.1368,0.946,0.942,2,28662525,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_47090138,-4.494,114.6129,0.0358,0.046,0.027,1.071596,-125.533,134.627,0.932,0.814,2,47090138,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_48734920,0.6489,37.97351,0.0155,0.0256,0.57,0.2063341,41.8623,45.1629,0.927,0.992,2,48734920,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_49923854,-0.5506,25.29034,0.0085,0.02,0.305,0.1286072,-64.7792,69.4665,0.933,0.975,2,49923854,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
2_9985293,1.3,42.10183,0.0157,0.0299,0.105,0.3164681,82.8088,87.8078,0.943,0.869,2,9985293,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_100277900,-17.83,380.4239,0.1329,0.1448,0.021,13.19407,-134.126,140.745,0.953,0.792,3,100277900,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_157090620,16.3,456.0486,0.1471,0.1527,0.079,38.55293,110.788,115.271,0.961,0.864,3,157090620,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_187018601,1.724,69.34425,0.0333,0.041,0.237,1.075446,51.7753,53.9907,0.959,0.981,3,187018601,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_197506350,2.013,115.2969,0.0425,0.0547,0.114,0.8209397,47.362,51.111,0.927,0.988,3,197506350,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_2061032,1.599,66.68491,0.0219,0.2608,0.194,0.7998418,73.0342,78.2699,0.933,0.963,3,2061032,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_206147799,18.72,550.8854,0.2293,0.262,0.292,144.7552,81.6274,82.6336,0.988,0.978,3,206147799,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_211720606,-1.515,43.6025,0.0148,0.0255,0.032,0.1414512,-102.379,111.151,0.921,0.792,3,211720606,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_221628335,0.881,40.32483,0.0108,0.0201,0.361,0.357916,81.5738,89.1303,0.915,0.978,3,221628335,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_229900376,0.5438,23.38154,0.009,0.0198,0.347,0.1340134,60.4234,67.2412,0.899,0.977,3,229900376,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_5985229,0.6792,32.86475,0.0108,0.0211,0.183,0.1381338,62.888,67.6455,0.93,0.946,3,5985229,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_6790027,-0.8634,33.2704,0.0123,0.0215,0.131,0.1697844,-70.1938,74.9989,0.936,0.954,3,6790027,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_89036371,-9.029,203.5943,0.0681,0.0749,0.027,4.325324,-132.583,141.034,0.94,0.804,3,89036371,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
3_92539652,-3.575,84.69624,0.0304,0.0394,0.028,0.6962706,-117.587,128.59,0.914,0.791,3,92539652,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
4_14040580,-2.243,71.2672,0.0243,0.0353,0.025,0.2451619,-92.2855,98.6706,0.935,0.801,4,14040580,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
4_183204857,1.175,41.79441,0.0138,0.0248,0.059,0.1535686,85.1574,92.4976,0.921,0.931,4,183204857,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
5_170063574,-2.151,52.04422,0.0195,0.029,0.036,0.3243795,-110.328,121.497,0.908,0.748,5,170063574,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
5_171266637,-0.7282,24.18417,0.0085,0.018,0.161,0.1429695,-85.6691,92.3553,0.928,0.923,5,171266637,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
5_205828611,0.6389,29.31701,0.0113,0.0195,0.235,0.1467084,56.5414,59.1245,0.956,0.985,5,205828611,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
5_209683693,-1.254,31.16979,0.0128,0.0237,0.097,0.2754014,-97.969,104.206,0.94,0.881,5,209683693,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
5_210732093,-4.042,91.09505,0.0367,0.0489,0.025,0.7964003,-110.132,115.577,0.953,0.773,5,210732093,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
5_216494107,-0.7694,37.27521,0.0092,0.0194,0.139,0.1413957,-83.634,91.5365,0.914,0.921,5,216494107,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
5_74615429,-1.202,34.73674,0.017,0.0301,0.189,0.4436065,-70.7045,75.8487,0.932,0.966,5,74615429,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
5_78704081,-1.692,48.50056,0.016,0.0403,0.036,0.2007075,-105.769,115.77,0.914,0.772,5,78704081,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
5_79676587,-2.287,61.9173,0.0183,0.0395,0.036,0.3664106,-124.948,134.784,0.927,0.79,5,79676587,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
6_111237919,-2.122,50.64153,0.0206,0.0283,0.029,0.2518122,-103.014,111.714,0.922,0.769,6,111237919,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
6_115289279,1.08,38.66687,0.0202,0.031,0.305,0.4950536,53.4807,57.3519,0.933,0.977,6,115289279,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
6_147921017,1.405,59.81371,0.0177,0.0255,0.17,0.557934,79.3556,83.7844,0.947,0.975,6,147921017,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
6_57275353,0.5179,19.86487,0.0104,0.0188,0.433,0.1316889,49.8014,52.2934,0.952,0.991,6,57275353,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
6_86542227,-1.454,41.43077,0.0135,0.0242,0.036,0.1481909,-107.714,119.306,0.903,0.774,6,86542227,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
6_88068765,1.278,72.65038,0.0269,0.0356,0.279,0.6572483,47.5257,49.7213,0.956,0.993,6,88068765,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
7_154265609,-0.6221,22.73983,0.0082,0.0204,0.168,0.1082715,-75.862,84.6933,0.896,0.84,7,154265609,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
7_52676904,0.7259,27.62308,0.0127,0.0259,0.148,0.1326781,57.1559,61.2992,0.932,0.941,7,52676904,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
8_10073347,0.9633,36.48548,0.0113,0.0229,0.133,0.2144496,85.2461,93.4507,0.912,0.934,8,10073347,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
8_115900398,-18.59,412.609,0.1373,0.146,0.021,14.35365,-135.412,141.346,0.958,0.8,8,115900398,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
8_171592395,1.517,46.30605,0.0177,0.0276,0.123,0.4981871,85.7081,90.5787,0.946,0.965,8,171592395,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
9_20459314,0.8602,43.42203,0.018,0.0322,0.28,0.2985165,47.7868,50.3529,0.949,0.987,9,20459314,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
9_26473775,1.006,48.09311,0.0255,0.0399,0.172,0.2880014,39.436,41.2784,0.955,0.988,9,26473775,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
9_4290547,-0.6807,25.9446,0.0093,0.0184,0.158,0.1229995,-73.1886,79.2326,0.924,0.938,9,4290547,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
9_94247194,-0.8356,36.74031,0.016,0.0283,0.121,0.1487664,-52.2279,55.447,0.942,0.971,9,94247194,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
9_97279533,-4.158,155.0708,0.0622,0.0893,0.234,6.198987,-66.846,70.1942,0.952,0.982,9,97279533,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
9_97390748,-1.014,39.51552,0.0179,0.0888,0.342,0.4627839,-56.6324,59.4329,0.953,0.985,9,97390748,slurm-scripts/wholeset/gy_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,BPHmin
1_3283563,0.7885,12.43107,0.0163,0.0295,0.092,0.1035439,48.3761,52.4901,0.922,0.691,1,3283563,slurm-scripts/wholeset/gy_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,BPHmin
1_4305032,1.294,22.50714,0.0244,0.0356,0.157,0.4430557,53.0476,57.3641,0.925,0.81,1,4305032,slurm-scripts/wholeset/gy_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,BPHmin
10_108466380,-0.57,15.33904,0.0119,0.0221,0.328,0.1432139,-47.8959,51.2378,0.935,0.94,10,108466380,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
10_1152934,1.392,40.15872,0.0319,0.0485,0.279,0.7796292,43.6485,45.3868,0.962,0.977,10,1152934,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
10_141945779,0.8994,22.08202,0.02,0.0305,0.286,0.3306416,44.9714,47.8843,0.939,0.96,10,141945779,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
10_9361817,4.275,97.04423,0.1061,0.1147,0.485,9.129372,40.2921,41.5615,0.969,0.982,10,9361817,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
1_232648701,-0.7779,25.58817,0.015,0.024,0.157,0.1600176,-51.8584,55.8635,0.928,0.973,1,232648701,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
1_248737567,0.8626,31.11465,0.0239,0.0328,0.55,0.3683024,36.0912,38.8579,0.929,0.991,1,248737567,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
1_283187294,0.7056,24.33774,0.0153,0.0234,0.237,0.1801329,46.1186,48.931,0.943,0.979,1,283187294,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
1_293162351,0.8614,20.827,0.0158,0.0259,0.174,0.2135027,54.5163,58.4678,0.932,0.865,1,293162351,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
1_43059764,2.254,59.84645,0.0299,0.0392,0.105,0.9577148,75.4003,80.3761,0.938,0.899,1,43059764,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
1_55071483,0.711,22.74846,0.0179,0.0278,0.339,0.2266846,39.7209,42.2964,0.939,0.986,1,55071483,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
1_8941440,-0.8755,25.80952,0.0161,0.0254,0.125,0.1676643,-54.3776,58.3306,0.932,0.947,1,8941440,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
2_1554294,0.6832,15.51231,0.0206,0.0273,0.586,0.2265332,33.1646,35.0414,0.946,0.981,2,1554294,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
2_18116818,0.8127,24.32978,0.0118,0.0244,0.192,0.2046619,68.8737,76.4267,0.901,0.964,2,18116818,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
2_185598143,1.194,27.06163,0.0158,0.0245,0.061,0.1622289,75.5458,83.2336,0.908,0.693,2,185598143,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
2_194038560,0.8063,18.20922,0.0182,0.0276,0.243,0.2393126,44.3033,46.8385,0.946,0.973,2,194038560,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
2_217646795,1.099,23.27472,0.0254,0.0348,0.216,0.4092607,43.2846,45.4857,0.952,0.965,2,217646795,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
2_224733900,1.206,24.33549,0.0181,0.034,0.119,0.3048023,66.627,72.6021,0.918,0.728,2,224733900,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
2_48734920,0.6686,17.84559,0.0197,0.0336,0.57,0.2190887,33.9402,36.1138,0.94,0.982,2,48734920,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_133889200,0.933,22.96012,0.0149,0.0258,0.131,0.1982857,62.6201,65.6271,0.954,0.914,3,133889200,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_148975643,0.5356,14.76368,0.0104,0.0218,0.231,0.1019202,51.4959,54.6149,0.943,0.93,3,148975643,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_157090620,1.964,43.69765,0.0247,0.0351,0.079,0.5601161,79.5275,84.9237,0.936,0.804,3,157090620,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_171713621,1.957,45.33825,0.0347,0.0463,0.171,1.087314,56.4084,59.777,0.944,0.96,3,171713621,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_176517832,1.385,28.28986,0.0187,0.03,0.065,0.2336083,74.0552,82.0492,0.903,0.711,3,176517832,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_2061032,0.9957,22.32845,0.0145,0.1437,0.194,0.3099665,68.6685,77.5357,0.886,0.938,3,2061032,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_206147799,6.344,130.2267,0.0961,0.1438,0.292,16.6278,66.0112,69.1078,0.955,0.966,3,206147799,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_206184093,1.17,34.42866,0.0287,0.1443,0.267,0.5367513,40.7815,42.7223,0.955,0.976,3,206184093,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_5985229,1.324,26.70753,0.0197,0.0289,0.183,0.5250425,67.216,71.8155,0.936,0.898,3,5985229,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
3_82996931,-1.624,30.87464,0.0225,0.0343,0.078,0.3792523,-72.1567,76.1086,0.948,0.823,3,82996931,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
4_36044316,0.702,18.45879,0.0113,0.0198,0.209,0.1630056,62.1265,66.7293,0.931,0.951,4,36044316,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
5_195541541,0.861,17.57258,0.0184,0.0372,0.152,0.1906094,46.794,49.4862,0.946,0.936,5,195541541,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
5_212307109,-0.5013,11.3755,0.0115,0.0238,0.303,0.1061325,-43.5875,47.1394,0.925,0.943,5,212307109,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
5_23021628,0.6624,20.01542,0.0124,0.0233,0.134,0.1018982,53.4209,55.2172,0.967,0.956,5,23021628,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
5_5377991,0.941,28.61137,0.0163,0.0324,0.148,0.222976,57.7306,61.9521,0.932,0.923,5,5377991,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
5_5770581,0.603,17.2324,0.0162,0.0267,0.349,0.1652786,37.2225,38.9151,0.957,0.983,5,5770581,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
6_138928633,0.7322,14.86689,0.0115,0.0275,0.223,0.18565,63.6737,66.9962,0.95,0.915,6,138928633,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
6_62553998,-1.043,19.8289,0.0179,0.0274,0.117,0.2242761,-58.2758,61.6352,0.945,0.813,6,62553998,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
7_40327820,1.154,29.25877,0.0232,0.0326,0.214,0.4477828,49.76,53.2478,0.934,0.95,7,40327820,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
7_4234336,0.7321,21.02614,0.0106,0.0199,0.105,0.1003439,69.0639,76.6203,0.901,0.88,7,4234336,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
7_9528069,0.6413,19.52459,0.015,0.0241,0.397,0.1969203,42.7554,44.7233,0.956,0.977,7,9528069,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
8_100186325,-0.8071,22.5192,0.0196,0.0309,0.194,0.2036733,-41.1793,43.0256,0.957,0.944,8,100186325,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
8_171592395,1.262,29.76409,0.0234,0.0333,0.123,0.344675,53.9246,57.0019,0.946,0.938,8,171592395,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
